"","Date","Plot","Species","Circumference_cm","Circumference_cm2","Circumference_cm3","Circumference_cm4","Tree_Height_1","Tree_Height_2","Tree_Height_3","CrBH_1","CrBH_2","CrBH_3","ForTyp"
"1733","7/25/2023",52,"JUMO","15","",NA,NA,2.84,NA,"","0.3","","","pinyon-juniper"
"1734","7/25/2023",52,"JUMO","50","",NA,NA,3.2,3.4,"3.6","0.9","","","pinyon-juniper"
"1735","7/25/2023",52,"PIED","29","20",39,NA,3.6,3.6,"3.8","0.3","","","pinyon-juniper"
"1736","7/25/2023",52,"PIED","45","",NA,NA,3.4,3.2,"3","0.79","","","pinyon-juniper"
"1737","7/25/2023",52,"JUMO","38","",NA,NA,2.6,2.8,"2.8","0.01","","","pinyon-juniper"
"1738","7/25/2023",52,"PIED","15","",NA,NA,2.6,2.8,"2.6","1.19","","","pinyon-juniper"
"1739","7/25/2023",52,"PIED","50","",NA,NA,3.6,3.4,"3.4","","","","pinyon-juniper"
"1740","7/25/2023",52,"PIED","35","",NA,NA,4.2,4,"4.2","","","","pinyon-juniper"
"1741","7/25/2023",52,"PIED","24","23",45,NA,4.2,4.2,"4.2","","","","pinyon-juniper"
"1742","7/25/2023",52,"JUMO","27","",NA,NA,2.8,3,"2.8","0.15","","","pinyon-juniper"
"1743","7/25/2023",52,"JUMO","22","",NA,NA,2.6,2.4,"2.8","0.15","","","pinyon-juniper"
"1744","7/25/2023",52,"JUMO","24","",NA,NA,2.4,2.4,"2.4","0.7","","","pinyon-juniper"
"1745","7/25/2023",52,"PIED","44","",NA,NA,3.8,3.8,"3.8","","","","pinyon-juniper"
"1746","7/25/2023",52,"JUMO","13","",NA,NA,4,3.6,"4","0.01","","","pinyon-juniper"
"1747","7/25/2023",52,"PIED","48","",NA,NA,3.8,3.6,"3.8","","","","pinyon-juniper"
"1748","7/25/2023",52,"PIED","48","",NA,NA,4.2,4.2,"4.2","0.01","","","pinyon-juniper"
"1749","7/25/2023",52,"PIED","16","",NA,NA,1.8,2,"1.6","0.82","","","pinyon-juniper"
"1750","7/25/2023",52,"PIED","13","",NA,NA,2.8,2.6,"2.8","0.01","","","pinyon-juniper"
"1751","7/25/2023",52,"PIED","21","",NA,NA,1.93,NA,"","","","","pinyon-juniper"
"1752","7/25/2023",52,"JUMO","40","",NA,NA,3.2,3,"3.2","0.47","","","pinyon-juniper"
"1753","7/25/2023",52,"JUMO","26","",NA,NA,2.6,2.6,"2.6","0.2","","","pinyon-juniper"
"1754","7/25/2023",53,"PIED","52","",NA,NA,8,7.8,"8","","","","pinyon-juniper"
"1755","7/25/2023",53,"PIED","80","",NA,NA,8.8,9,"9.2","0.3","","","pinyon-juniper"
"1756","7/25/2023",53,"PIED","30","",NA,NA,4.4,4,"4","0.01","","","pinyon-juniper"
"1757","7/25/2023",53,"PIED","71","",NA,NA,9.4,10,"9.4","0.46","","","pinyon-juniper"
"1758","7/25/2023",53,"PIED","46","",NA,NA,5.2,5.2,"5.2","2.62","","","pinyon-juniper"
"1759","7/25/2023",53,"PIED","33","",NA,NA,4.4,4.6,"4.6","0.79","","","pinyon-juniper"
"1760","7/25/2023",53,"PIED","13","",NA,NA,3.6,3.4,"3.4","0.36","","","pinyon-juniper"
"1761","7/25/2023",53,"PIED","136","",NA,NA,12.2,11.8,"12.2","1.64","","","pinyon-juniper"
"1762","7/25/2023",53,"PIED","15","",NA,NA,2.8,2.8,"2.8","0.01","","","pinyon-juniper"
"1763","7/25/2023",53,"PIED","44","",NA,NA,5.4,5.4,"5.4","1.21","","","pinyon-juniper"
"1764","7/25/2023",53,"JUMO","26","18",55,NA,2.44,NA,"","0.23","","","pinyon-juniper"
"1765","7/25/2023",53,"JUMO","54","",NA,NA,4.2,4.4,"4.2","0.52","","","pinyon-juniper"
"1766","7/25/2023",53,"PIED","66","",NA,NA,8,8,"8","0.46","","","pinyon-juniper"
"1767","7/25/2023",53,"PIED","13","",NA,NA,2.97,NA,"","0.3","","","pinyon-juniper"
"1768","7/25/2023",53,"PIED","20","",NA,NA,2.65,NA,"","0.6","","","pinyon-juniper"
"1769","7/25/2023",53,"PIED","45","",NA,NA,5.4,5.6,"5.6","0.23","","","pinyon-juniper"
"1770","7/25/2023",53,"PIED","26","",NA,NA,3.8,3.8,"3.8","0.56","","","pinyon-juniper"
"1771","7/25/2023",53,"PIED","29","",NA,NA,4,3.8,"3.8","0.56","","","pinyon-juniper"
"1772","7/25/2023",53,"PIED","29","16",26,40,4,4,"4.2","0.51","","","pinyon-juniper"
"1773","7/25/2023",53,"PIED","46","",NA,NA,4.8,5.2,"4.8","0.61","","","pinyon-juniper"
"1774","7/25/2023",53,"PIED","27","",NA,NA,3.8,4,"4.2","0.88","","","pinyon-juniper"
"1775","7/25/2023",53,"PIED","13","",NA,NA,3,3.2,"3.6","1.04","","","pinyon-juniper"
"1776","7/25/2023",53,"JUMO","61","52",106,NA,5,5.2,"5","0.57","","","pinyon-juniper"
"1777","7/25/2023",53,"PIED","14","",NA,NA,2.97,NA,"","0.15","","","pinyon-juniper"
"1778","7/25/2023",53,"PIED","49","",NA,NA,7.4,7.4,"7.4","0.58","","","pinyon-juniper"
"1779","7/25/2023",53,"PIED","18","",NA,NA,2.8,3,"2.4","0.2","","","pinyon-juniper"
"1780","7/25/2023",53,"PIED","15","",NA,NA,3,3,"3.2","0.49","","","pinyon-juniper"
"1781","7/25/2023",53,"PIED","66","22",77,NA,7.4,7.4,"7.4","0.94","","","pinyon-juniper"
"1782","7/25/2023",53,"JUMO","64","",NA,NA,3.8,3.4,"3.8","0.01","","","pinyon-juniper"
"1783","7/25/2023",53,"PIED","75","55",97,NA,7,7,"7.4","0.48","","","pinyon-juniper"
"1784","7/25/2023",53,"PIED","64","80",121,NA,8.8,8.8,"8.8","0.55","","","pinyon-juniper"
"1785","7/25/2023",53,"PIED","35","",NA,NA,4.6,4.6,"4.6","0.41","","","pinyon-juniper"
"1786","7/25/2023",54,"PIED","17","",NA,NA,3,3,"2.6","0.83","","","pinyon-juniper"
"1787","7/25/2023",54,"PIED","13","",NA,NA,2.8,2.8,"3","0.45","","","pinyon-juniper"
"1788","7/25/2023",54,"JUMO","40","",NA,NA,2.8,2.8,"2-Jan","0.01","","","pinyon-juniper"
"1789","7/25/2023",54,"JUMO","65","",NA,NA,5,4.8,"5","0.01","","","pinyon-juniper"
"1790","7/25/2023",54,"JUMO","17","",NA,NA,2,2,"2-Jan","0.01","","","pinyon-juniper"
"1791","7/25/2023",54,"PIED","25","15",55,NA,3.2,3.2,"3.2","0.47","","","pinyon-juniper"
"1792","7/25/2023",54,"JUMO","28","",NA,NA,2.8,2.6,"2-Jan","0.01","","","pinyon-juniper"
"1793","7/25/2023",54,"JUMO","36","",NA,NA,2.8,2.4,"2.4","0.01","","","pinyon-juniper"
"1794","7/25/2023",54,"JUMO","13","",NA,NA,2.2,2.4,"2-Jan","0.01","","","pinyon-juniper"
"1795","7/25/2023",54,"JUMO","36","",NA,NA,2.2,2.2,"2.2","0.01","","","pinyon-juniper"
"1796","7/25/2023",54,"JUMO","36","19",18,NA,3,3,"3-Jan","0.01","","","pinyon-juniper"
"1797","7/25/2023",54,"JUMO","38","",NA,NA,2.2,2.4,"2.2","0.42","","","pinyon-juniper"
"1798","7/25/2023",54,"JUMO","40","",NA,NA,2.8,3,"3-Jan","0.45","","","pinyon-juniper"
"1799","7/25/2023",54,"JUMO","43","",NA,NA,3,3,"3","0.15","","","pinyon-juniper"
"1800","7/25/2023",54,"JUMO","20","",NA,NA,1.6,1.4,"1-Jan","0.01","","","pinyon-juniper"
"1801","7/25/2023",54,"JUMO","32","25",51,NA,3,2.8,"3","0.01","","","pinyon-juniper"
"1802","7/25/2023",54,"JUMO","23","28",33,NA,2.8,3.2,"3-Jan","0.01","","","pinyon-juniper"
"1803","7/25/2023",54,"PIED","30","",NA,NA,3.2,3.2,"3","0.01","","","pinyon-juniper"
"1804","7/25/2023",54,"JUMO","47","",NA,NA,3.6,3.4,"3-Jan","0.88","","","pinyon-juniper"
"1805","7/25/2023",54,"JUMO","20","17",33,NA,3.2,3.2,"3.4","0.91","","","pinyon-juniper"
"1806","7/25/2023",54,"JUMO","22","",NA,NA,2.6,NA,"","0.65","","","pinyon-juniper"
"1807","7/25/2023",54,"JUMO","24","",NA,NA,1.6,1.8,"1.8","0.01","","","pinyon-juniper"
"1808","7/25/2023",54,"JUMO","16","",NA,NA,3.4,3.4,"3-Jan","0.16","","","pinyon-juniper"
"1809","7/25/2023",54,"JUMO","35","",NA,NA,2.8,2.8,"2-Jan","0.3","","","pinyon-juniper"
"1810","7/25/2023",54,"JUMO","40","33",44,100,3.2,3.4,"3","0.01","","","pinyon-juniper"
"1811","7/25/2023",54,"JUMO","14","15",20,NA,2,2,"2-Jan","0.01","","","pinyon-juniper"
"1812","7/25/2023",54,"JUMO","44","46",NA,NA,3,2.8,"3-Jan","0.01","","","pinyon-juniper"
"1813","7/25/2023",54,"JUMO","55","",NA,NA,3.6,3.6,"3.6","0.01","","","pinyon-juniper"
"1814","7/25/2023",54,"JUMO","22","26",NA,NA,2.4,2.8,"2-Jan","0.01","","","pinyon-juniper"
"1815","7/25/2023",54,"JUMO","18","",NA,NA,2.4,2.6,"2-Jan","1.78","","","pinyon-juniper"
"1816","7/25/2023",55,"JUMO","119","32",55,30,4.6,4.8,"4.8","0.01","","","pinyon-juniper"
"1817","7/25/2023",55,"JUMO","70","25",22,NA,3,2.6,"2.6","0.01","","","pinyon-juniper"
"1818","7/25/2023",55,"JUMO","50","25",72,NA,4,4,"4.4","1.83","","","pinyon-juniper"
"1819","7/25/2023",55,"JUMO","65","25",27,32,2.6,2.4,"2.2","0.01","","","pinyon-juniper"
"1820","7/25/2023",55,"JUMO","25","29",38,NA,4.6,3.8,"4.4","0.15","","","pinyon-juniper"
"1821","7/25/2023",55,"JUMO","24","",NA,NA,2.4,2.4,"2.4","0.01","","","pinyon-juniper"
"1822","7/25/2023",55,"JUMO","46","29",68,NA,2.8,3.2,"3.4","","","","pinyon-juniper"
"1823","7/25/2023",55,"PIED","36","",NA,NA,3.4,3.2,"3.4","0.01","","","pinyon-juniper"
"1824","7/25/2023",55,"JUMO","156","26",32,45,5,5,"5","0.57","","","pinyon-juniper"
"1825","7/25/2023",55,"JUMO","39","",NA,NA,2.8,3.2,"3.2","0.01","","","pinyon-juniper"
"1826","7/25/2023",55,"JUMO","42","",NA,NA,3,3.2,"2.8","0.1","","","pinyon-juniper"
"1827","7/25/2023",55,"JUMO","20","",NA,NA,2.4,3,"2.8","0.6","","","pinyon-juniper"
"1828","7/25/2023",55,"JUMO","64","",NA,NA,3.2,3.2,"3.2","0.18","","","pinyon-juniper"
"1829","7/25/2023",56,"JUMO","34","28",76,NA,2.4,2.4,"2.6","0.1","","","pinyon-juniper"
"1830","7/25/2023",56,"PIED","20","",NA,NA,2.2,2.6,"2.6","0.54","","","pinyon-juniper"
"1831","7/25/2023",56,"JUMO","30","28",NA,NA,2.4,2.4,"2.4","0.1","","","pinyon-juniper"
"1832","7/25/2023",56,"JUMO","108","20",30,NA,1.8,2,"1.8","0.01","","","pinyon-juniper"
"1833","7/25/2023",56,"PIED","18","",NA,NA,2.2,2.4,"2.2","0.62","","","pinyon-juniper"
"1834","7/25/2023",56,"JUMO","35","",NA,NA,2.8,2.8,"2.8","","","","pinyon-juniper"
"1835","7/25/2023",56,"PIED","56","",NA,NA,4,4,"3.6","0.01","","","pinyon-juniper"
"1836","7/25/2023",56,"PIED","20","13",NA,NA,2.4,2.2,"2.2","0.01","","","pinyon-juniper"
"1837","7/25/2023",56,"JUMO","30","",NA,NA,2,2,"2","0.41","","","pinyon-juniper"
"1838","7/25/2023",56,"JUMO","23","",NA,NA,1.82,NA,"","0.38","","","pinyon-juniper"
"1839","7/25/2023",56,"JUMO","39","",NA,NA,2.6,3.2,"3","0.01","","","pinyon-juniper"
"1840","7/25/2023",56,"PIED","24","",NA,NA,3.2,3.2,"3.2","0.44","","","pinyon-juniper"
"1841","7/25/2023",56,"PIED","20","",NA,NA,2.6,2.8,"2.6","0.7","","","pinyon-juniper"
"1842","7/25/2023",56,"JUMO","34","20",NA,NA,2.4,2.4,"2","0.01","","","pinyon-juniper"
"1843","7/25/2023",56,"PIED","27","",NA,NA,3.2,3.4,"3.4","1.03","","","pinyon-juniper"
"1844","7/25/2023",56,"JUMO","27","",NA,NA,2,2.2,"2.2","0.2","","","pinyon-juniper"
"1845","7/25/2023",56,"PIED","22","",NA,NA,2,2,"2","0.01","","","pinyon-juniper"
"1846","7/25/2023",56,"JUMO","27","",NA,NA,2.6,2.4,"2.4","0.51","","","pinyon-juniper"
"1847","7/26/2023",57,"PIED","76","72",62,NA,7.6,7.4,"7.6","1.2","","","pinyon-juniper"
"1848","7/26/2023",57,"JUMO","39","",NA,NA,4,4,"4","0.25","","","pinyon-juniper"
"1849","7/26/2023",57,"PIED","30","",NA,NA,3.6,4,"4","1.52","","","pinyon-juniper"
"1850","7/26/2023",57,"JUMO","29","",NA,NA,3.6,3.6,"4","0.13","","","pinyon-juniper"
"1851","7/26/2023",57,"PIED","99","",NA,NA,8,7.8,"7.8","0.1","","","pinyon-juniper"
"1852","7/26/2023",57,"JUMO","25","",NA,NA,3,3.2,"3.2","0.58","","","pinyon-juniper"
"1853","7/26/2023",57,"PIED","30","",NA,NA,3.8,3.6,"4","1.09","","","pinyon-juniper"
"1854","7/26/2023",57,"PIED","67","",NA,NA,8,7.8,"8","0.1","","","pinyon-juniper"
"1855","7/26/2023",57,"JUMO","55","",NA,NA,5.2,5,"5","0.01","","","pinyon-juniper"
"1856","7/26/2023",57,"PIED","30","",NA,NA,3.4,3.4,"3.4","0.01","","","pinyon-juniper"
"1857","7/26/2023",57,"PIED","20","",NA,NA,2.6,2.8,"2.8","0.01","","","pinyon-juniper"
"1858","7/26/2023",57,"PIED","62","75",127,NA,3.6,3.6,"3.4","","","","pinyon-juniper"
"1859","7/26/2023",57,"JUMO","20","",NA,NA,2.2,2.4,"2.4","0.05","","","pinyon-juniper"
"1860","7/26/2023",57,"PIED","39","",NA,NA,3.6,3.6,"3.8","0.56","","","pinyon-juniper"
"1861","7/26/2023",57,"JUMO","15","",NA,NA,2.4,2.4,"2.4","0.01","","","pinyon-juniper"
"1862","7/26/2023",57,"PIED","59","",NA,NA,7.4,7.4,"7.2","0.41","","","pinyon-juniper"
"1863","7/26/2023",57,"JUMO","33","",NA,NA,3.4,3.4,"3.2","0.55","","","pinyon-juniper"
"1864","7/26/2023",57,"PIED","65","",NA,NA,7.4,7.4,"8","0.85","","","pinyon-juniper"
"1865","7/26/2023",57,"JUMO","62","55",130,NA,4,4,"4","0.55","","","pinyon-juniper"
"1866","7/26/2023",57,"PIED","38","",NA,NA,5.2,5,"5","1.52","","","pinyon-juniper"
"1867","7/26/2023",57,"JUMO","28","17",53,NA,3.6,3.6,"3.6","0.01","","","pinyon-juniper"
"1868","7/26/2023",57,"PIED","52","38",82,NA,6,6,"6","","","","pinyon-juniper"
"1869","7/26/2023",57,"PIED","36","",NA,NA,5.6,6,"5.6","","","","pinyon-juniper"
"1870","7/26/2023",57,"PIED","29","",NA,NA,4.8,4.6,"4.8","","","","pinyon-juniper"
"1871","7/26/2023",57,"PIED","25","",NA,NA,2.4,2.6,"2.6","","","","pinyon-juniper"
"1872","7/26/2023",57,"PIED","42","",NA,NA,5.2,5.2,"5.4","","","","pinyon-juniper"
"1873","7/26/2023",57,"PIED","32","",NA,NA,4.4,4.8,"4.6","","","","pinyon-juniper"
"1874","7/26/2023",57,"JUMO","34","31",NA,NA,2.6,2.6,"2.4","0.46","","","pinyon-juniper"
"1875","7/26/2023",57,"JUMO","46","",NA,NA,2.6,2.2,"2.2","0.01","","","pinyon-juniper"
"1876","7/26/2023",57,"PIED","34","",NA,NA,3.4,3.2,"3.4","","","","pinyon-juniper"
"1877","7/26/2023",57,"PIED","15","",NA,NA,2.8,2.6,"2.6","0.01","","","pinyon-juniper"
"1878","7/26/2023",57,"PIED","24","",NA,NA,2.6,2.6,"3","0.22","","","pinyon-juniper"
"1879","7/26/2023",57,"PIED","13","",NA,NA,2.4,2.4,"2.4","0.25","","","pinyon-juniper"
"1880","7/26/2023",57,"PIED","26","",NA,NA,3.8,4,"4","","","","pinyon-juniper"
"1881","7/26/2023",57,"PIED","37","",NA,NA,5.2,5.2,"5.2","0.59","","","pinyon-juniper"
"1882","7/26/2023",57,"JUMO","17","",NA,NA,2.4,NA,"","0.16","","","pinyon-juniper"
"1883","7/26/2023",57,"JUMO","41","",NA,NA,2.4,2.6,"2.8","0.67","","","pinyon-juniper"
"1884","7/26/2023",58,"PIED","20","15",30,NA,2.8,2.6,"2.6","0.2","","","pinyon-juniper"
"1885","7/26/2023",58,"PIED","13","18",57,NA,2.8,2.8,"3","0.19","","","pinyon-juniper"
"1886","7/26/2023",58,"JUMO","30","",NA,NA,2,2,"2","0.31","","","pinyon-juniper"
"1887","7/26/2023",58,"PIED","18","",NA,NA,2.6,2.6,"2.6","0.95","","","pinyon-juniper"
"1888","7/26/2023",58,"JUMO","66","48",105,NA,2.8,2.8,"3","0.18","","","pinyon-juniper"
"1889","7/26/2023",58,"PIED","19","",NA,NA,2.4,2.4,"2.4","0.1","","","pinyon-juniper"
"1890","7/26/2023",58,"PIED","20","",NA,NA,3.2,3.2,"3.2","0.2","","","pinyon-juniper"
"1891","7/26/2023",58,"JUMO","45","",NA,NA,2.8,2.8,"3.2","0.48","","","pinyon-juniper"
"1892","7/26/2023",58,"PIED","26","",NA,NA,3.6,3.4,"4","0.46","","","pinyon-juniper"
"1893","7/26/2023",58,"JUMO","48","41",58,140,3.8,3.8,"3.8","0.87","","","pinyon-juniper"
"1894","7/26/2023",58,"PIED","13","",NA,NA,2.2,2.2,"2.2","0.1","","","pinyon-juniper"
"1895","7/26/2023",58,"PIED","13","",NA,NA,1.8,2,"2.2","0.15","","","pinyon-juniper"
"1896","7/26/2023",58,"JUMO","43","",NA,NA,3.2,2.6,"2.8","0.05","","","pinyon-juniper"
"1897","7/26/2023",58,"PIED","20","",NA,NA,3,3,"3.2","0.01","","","pinyon-juniper"
"1898","7/26/2023",58,"PIED","18","",NA,NA,2.4,2.6,"2.2","0.38","","","pinyon-juniper"
"1899","7/26/2023",58,"PIED","19","",NA,NA,2.12,NA,"","0.45","","","pinyon-juniper"
"1900","7/26/2023",58,"PIED","29","",NA,NA,3.2,3.2,"3.2","0.18","","","pinyon-juniper"
"1901","7/26/2023",58,"PIED","23","",NA,NA,2.6,2.4,"2.4","0.05","","","pinyon-juniper"
"1902","7/26/2023",58,"PIED","13","",NA,NA,2.36,NA,"","0.15","","","pinyon-juniper"
"1903","7/26/2023",58,"PIED","23","",NA,NA,2.6,2.8,"2.6","0.01","","","pinyon-juniper"
"1904","7/26/2023",58,"JUMO","14","",NA,NA,2.42,NA,"","0.38","","","pinyon-juniper"
"1905","7/26/2023",58,"PIED","19","13",30,NA,2.67,NA,"","0.68","","","pinyon-juniper"
"1906","7/26/2023",58,"PIED","15","",NA,NA,2,2.4,"2.2","0.01","","","pinyon-juniper"
"1907","7/26/2023",58,"PIED","19","",NA,NA,2,1.8,"1.8","0.2","","","pinyon-juniper"
"1908","7/26/2023",58,"JUMO","50","",NA,NA,2.2,2.4,"2.4","0.1","","","pinyon-juniper"
"1909","7/26/2023",58,"PIED","34","",NA,NA,3.2,3.4,"3.2","0.05","","","pinyon-juniper"
"1910","7/26/2023",58,"PIED","22","",NA,NA,2.8,2.6,"3","0.1","","","pinyon-juniper"
"1911","7/26/2023",58,"JUMO","16","",NA,NA,2.33,NA,"","0.1","","","pinyon-juniper"
"1912","7/26/2023",58,"PIED","20","",NA,NA,2.2,2.4,"2.2","","","","pinyon-juniper"
"1913","7/26/2023",58,"JUMO","42","",NA,NA,2,2,"2.2","","","","pinyon-juniper"
"1914","7/26/2023",58,"PIED","31","",NA,NA,2.6,2.4,"2.4","","","","pinyon-juniper"
"1915","7/26/2023",58,"PIED","18","",NA,NA,2.4,2.2,"2.2","0.05","","","pinyon-juniper"
"1916","7/26/2023",59,"JUMO","35","",NA,NA,2.6,2.2,"2.4","0.03","","","pinyon-juniper"
"1917","7/26/2023",59,"PIED","17","",NA,NA,1.8,2,"2","0.89","","","pinyon-juniper"
"1918","7/26/2023",59,"JUMO","38","",NA,NA,2.8,2.6,"2.8","0.41","","","pinyon-juniper"
"1919","7/26/2023",59,"JUMO","20","",NA,NA,2,2.2,"2","0.35","","","pinyon-juniper"
"1920","7/26/2023",59,"JUMO","29","",NA,NA,3,3.2,"3.2","0.35","","","pinyon-juniper"
"1921","7/26/2023",59,"JUMO","19","",NA,NA,2.6,2.6,"2.6","0.81","","","pinyon-juniper"
"1922","7/26/2023",59,"PIED","19","",NA,NA,2.4,2.4,"2.4","0.18","","","pinyon-juniper"
"1923","7/26/2023",59,"JUMO","64","",NA,NA,2.4,2.6,"2.6","0.01","","","pinyon-juniper"
"1924","7/26/2023",59,"PIED","17","",NA,NA,2.6,2.4,"2.6","0.99","","","pinyon-juniper"
"1925","7/26/2023",59,"JUMO","18","",NA,NA,2.6,2.8,"2.6","0.01","","","pinyon-juniper"
"1926","7/26/2023",59,"JUMO","14","",NA,NA,1.6,1.8,"1.6","0.01","","","pinyon-juniper"
"1927","7/26/2023",59,"JUMO","43","",NA,NA,2,2.4,"2.2","0.46","","","pinyon-juniper"
"1928","7/26/2023",59,"JUMO","35","28",70,NA,2.2,2.2,"2.2","1.34","","","pinyon-juniper"
"1929","7/26/2023",59,"PIED","27","",NA,NA,2.4,2.4,"2.4","0.89","","","pinyon-juniper"
"1930","7/26/2023",59,"JUMO","23","",NA,NA,2.4,2.2,"2.2","0.76","","","pinyon-juniper"
"1931","7/26/2023",59,"JUMO","39","",NA,NA,2.2,2.2,"2.4","0.02","","","pinyon-juniper"
"1932","7/26/2023",59,"PIED","19","",NA,NA,2.6,2.6,"2.6","0.96","","","pinyon-juniper"
"1933","7/26/2023",59,"PIED","39","",NA,NA,3.4,3.6,"3.6","0.47","","","pinyon-juniper"
"1934","7/26/2023",59,"JUMO","13","",NA,NA,2,2.2,"2.2","0.03","","","pinyon-juniper"
"1935","7/26/2023",59,"PIED","14","",NA,NA,2.4,2.6,"2.6","0.17","","","pinyon-juniper"
"1936","7/26/2023",59,"JUMO","34","",NA,NA,2.6,2.4,"2.4","0.22","","","pinyon-juniper"
"1937","7/26/2023",59,"PIED","20","",NA,NA,2.4,2.6,"2.6","0.46","","","pinyon-juniper"
"1938","7/26/2023",59,"PIED","28","20",35,NA,3.4,3.4,"3.4","0.42","","","pinyon-juniper"
"1939","7/26/2023",59,"PIED","14","",NA,NA,2.8,2.6,"2.4","0.1","","","pinyon-juniper"
"1940","7/26/2023",59,"PIED","22","",NA,NA,2.8,2.8,"2.6","0.2","","","pinyon-juniper"
"1941","7/26/2023",59,"PIED","33","",NA,NA,3.8,4,"3.8","0.27","","","pinyon-juniper"
"1942","7/26/2023",59,"PIED","22","",NA,NA,3.4,3.4,"3.2","0.29","","","pinyon-juniper"
"1943","7/26/2023",59,"PIED","30","",NA,NA,3.8,3.8,"3.8","0.95","","","pinyon-juniper"
"1944","7/26/2023",59,"JUMO","21","",NA,NA,2.8,2.6,"2.4","0.1","","","pinyon-juniper"
"1945","7/26/2023",59,"PIED","40","",NA,NA,4,4,"4.2","0.01","","","pinyon-juniper"
"1946","7/26/2023",59,"JUMO","16","",NA,NA,2.6,2.6,"2.4","0.01","","","pinyon-juniper"
"1947","7/26/2023",59,"JUMO","25","",NA,NA,2.2,2.2,"2.2","0.2","","","pinyon-juniper"
"1948","7/26/2023",59,"JUMO","31","",NA,NA,2.6,2.6,"2.6","0.01","","","pinyon-juniper"
"1949","7/26/2023",60,"PIED","43","",NA,NA,3,3.2,"3","0.01","","","pinyon-juniper"
"1950","7/26/2023",60,"JUMO","18","",NA,NA,2.4,2.4,"2.4","0.05","","","pinyon-juniper"
"1951","7/26/2023",60,"JUMO","21","",NA,NA,2,1.8,"1.8","0.01","","","pinyon-juniper"
"1952","7/26/2023",60,"JUMO","13","",NA,NA,2.07,NA,"","0.05","","","pinyon-juniper"
"1953","7/26/2023",60,"JUMO","26","",NA,NA,2.4,2.6,"2.4","0.23","","","pinyon-juniper"
"1954","7/26/2023",60,"JUMO","18","",NA,NA,2.2,2.2,"2.2","0.01","","","pinyon-juniper"
"1955","7/26/2023",60,"JUMO","30","",NA,NA,2.2,2.4,"2.2","0.01","","","pinyon-juniper"
"1956","7/26/2023",60,"PIED","14","",NA,NA,2,2.2,"2.2","0.59","","","pinyon-juniper"
"1957","7/26/2023",60,"PIED","37","46",78,NA,2.8,2.8,"2.6","0.01","","","pinyon-juniper"
"1958","7/26/2023",60,"JUMO","18","",NA,NA,1.6,1.6,"1.6","0.01","","","pinyon-juniper"
"1959","7/26/2023",60,"PIED","25","",NA,NA,3.4,3.4,"3.2","0.25","","","pinyon-juniper"
"1960","7/26/2023",60,"JUMO","25","",NA,NA,1.8,1.8,"2","0.05","","","pinyon-juniper"
"1961","7/26/2023",60,"PIED","52","42",32,90,4.6,4.6,"4.8","0.05","","","pinyon-juniper"
"1962","7/26/2023",60,"PIED","48","",NA,NA,3.8,3.6,"3.6","0.01","","","pinyon-juniper"
"1963","7/26/2023",60,"JUMO","30","",NA,NA,2.4,2.2,"2.2","0.16","","","pinyon-juniper"
"1964","7/26/2023",61,"PIED","25","",NA,NA,2.6,2.6,"2.6","0.01","","","pinyon-juniper"
"1965","7/26/2023",61,"JUMO","31","",NA,NA,2.4,2.2,"2.4","0.34","","","pinyon-juniper"
"1966","7/26/2023",61,"PIED","33","",NA,NA,4.4,4.8,"4","1.25","","","pinyon-juniper"
"1967","7/26/2023",61,"JUMO","28","",NA,NA,2.2,2.4,"2.4","0.33","","","pinyon-juniper"
"1968","7/26/2023",61,"JUMO","27","",NA,NA,2,1.8,"2","0.29","","","pinyon-juniper"
"1969","7/26/2023",61,"JUMO","13","",NA,NA,2.05,NA,"","0.05","","","pinyon-juniper"
"1970","7/26/2023",61,"JUMO","13","",NA,NA,2.24,NA,"","0.01","","","pinyon-juniper"
"1971","7/26/2023",61,"JUMO","19","",NA,NA,2.1,NA,"","0.01","","","pinyon-juniper"
"1972","7/26/2023",61,"JUMO","29","",NA,NA,2.4,2.2,"2","0.01","","","pinyon-juniper"
"1973","7/26/2023",61,"JUMO","32","",NA,NA,2.2,2.2,"2.4","0.01","","","pinyon-juniper"
"1974","7/26/2023",61,"JUMO","20","",NA,NA,2.25,NA,"","0.05","","","pinyon-juniper"
"1975","7/26/2023",61,"JUMO","21","",NA,NA,2.42,NA,"","0.01","","","pinyon-juniper"
"1976","7/26/2023",61,"JUMO","28","",NA,NA,1.97,NA,"","0.05","","","pinyon-juniper"
"1977","7/26/2023",61,"JUMO","18","",NA,NA,1.75,NA,"","","","","pinyon-juniper"
"1978","7/26/2023",61,"JUMO","29","",NA,NA,2,NA,"","0.91","","","pinyon-juniper"
"1979","7/26/2023",61,"JUMO","26","",NA,NA,2,2.4,"2","0.31","","","pinyon-juniper"
"1980","7/26/2023",61,"PIED","13","",NA,NA,1.8,2.2,"2","0.82","","","pinyon-juniper"
"1981","7/26/2023",61,"JUMO","13","",NA,NA,1.8,NA,"","0.01","","","pinyon-juniper"
"1982","7/26/2023",61,"JUMO","18","",NA,NA,1.8,1.6,"2","0.01","","","pinyon-juniper"
"1983","7/26/2023",61,"JUMO","21","",NA,NA,2.05,NA,"","0.4","","","pinyon-juniper"
"1984","7/26/2023",61,"JUMO","28","",NA,NA,1.97,NA,"","0.27","","","pinyon-juniper"
"1985","7/26/2023",61,"JUMO","18","",NA,NA,2.2,2.2,"2.2","0.1","","","pinyon-juniper"
